8010250,Neustrelitz Hbf,53.359257,13.074603
8006730,Neu-Ulm,48.393041,10.004823
8000635,Assmannshausen,49.985327,7.867359
8004751,Papenburg(Ems),53.089707,7.386705
8004760,Peine,52.318945,10.232142
8000667,Montabaur,50.444838,7.825334
8010268,Pasewalk,53.515355,13.988878
8000029,Bebra,50.969565,9.797783
8002757,Heppenheim(Bergstr),49.641553,8.633374
8000718,Bad Krozingen,47.919723,7.697633
8004815,Piding,47.759544,12.91153
8010368,Weißenfels,51.204615,11.970925
8000732,Bad Oeynhausen,52.205393,8.79652
8000738,Bad Reichenhall-Kirchberg,47.718535,12.874
8000039,Bingen(Rhein) Hbf,49.968724,7.884258
8002806,Herzogenrath,50.870917,6.094488
8010103,Falkenberg(Elster),51.583618,13.247681
8000770,Bad Zwischenahn,53.182547,8.003123
8000774,Baden-Baden,48.790328,8.190827
8004885,Prien a Chiemsee,47.855513,12.346612
8000800,Norden,53.588195,7.218913
8011044,Anklam,53.8561,13.701825
8000049,Braunschweig Hbf,52.252218,10.540292
8011051,Apolda,51.030943,11.526139
8000050,Bremen Hbf,53.083477,8.813833
8000831,Bayerisch Gmain,47.720378,12.89507
8000737,Bad Reichenhall,47.731165,12.88182
8001763,Eltville,50.027558,8.121529
8010297,Riesa,51.309654,13.287737
8011102,Berlin Gesundbrunnen,52.548961,13.388515
8004965,Ravensburg,47.78448,9.606097
8005940,Übersee,47.822046,12.487338
8011113,Berlin Südkreuz,52.475042,13.365314
8000879,Bad Bentheim,52.309848,7.158541
8000880,Radolfzell,47.735875,8.968987
8000885,Berchtesgaden Hbf,47.626683,12.999058
8000891,Schlüchtern,50.341174,9.510038
8010304,Rostock Hbf,54.078242,12.131077
8011160,Berlin Hbf,52.525589,13.369548
8000935,Bad Bevensen,53.078246,10.574137
8000943,Biberach(Riß),48.101844,9.793127
8013236,Warnemünde,54.176853,12.091273
8011191,Ostseebad Binz,54.40482,13.600508
8003001,Hornberg(Schwarzw),48.21189,8.232941
8003016,Hünfeld,50.673272,9.762456
8003036,Ibbenbüren,52.276866,7.721482
8000997,Bischofswiesen,47.651889,12.960143
8003155,Venlo(Gr),51.340999,6.192578
8003065,Immenstadt,47.559201,10.214002
8003102,Itzehoe,53.92387,9.51029
8001055,Böblingen,48.687761,9.004126
8089124,Frankfurt(Oder)(Gr),52.321174,14.576404
8089126,Schöna(Gr),50.860058,14.22213
8001082,Bonn-Bad Godesberg,50.683924,7.159557
8001083,Bonn-Beuel,50.738479,7.127654
8000098,Essen Hbf,51.451351,7.014795
8005213,Rüdesheim(Rhein),49.976886,7.915415
8003184,Karlsruhe-Durlach,49.00233,8.462822
8003200,Kassel-Wilhelmshöhe,51.313115,9.446898
8003218,Kehl,48.576655,7.806556
8003866,Marienhafe,53.520892,7.270727
8013470,Bernau(b Berlin),52.675834,13.592292
8010355,Velgast,54.277317,12.803138
8004903,Puttgarden,54.500366,11.226717
8005362,Schleswig,54.499458,9.538139
8001274,Fehmarn-Burg,54.44359,11.188981
8000128,Göttingen,51.536811,9.926068
8003330,Köln/Bonn Flughafen,50.8789,7.119303
8003368,Köln Messe/Deutz,50.940871,6.975
8005424,Schorndorf,48.807147,9.526309
8010036,Berlin-Lichtenberg,52.509894,13.496925
8002187,Garmisch-Partenkirchen,47.49145,11.097012
8003400,Konstanz,47.658757,9.177312
8003411,Kornwestheim Pbf,48.862215,9.179964
8010382,Wittenberge,53.003114,11.76287
8003487,Hannover Messe/Laatzen,52.316895,9.792866
8001443,Diepholz,52.604775,8.380337
8003494,Lahr(Schwarzw),48.340436,7.834737
8010396,Züssow,53.973877,13.548191
8010324,Schwerin Hbf,53.634741,11.407455
8005556,Siegburg/Bonn,50.793916,7.203029
8005561,Sierksdorf,54.068524,10.769104
8003515,Landstuhl,49.416283,7.565932
8010403,Berlin-Charlottenburg,52.504725,13.303522
8003545,Langenhagen Mitte,52.440281,9.725429
8005609,Sonthofen,47.51324,10.272342
8002218,Geislingen(Steige),48.619353,9.841938
